code,name,link
110100000000,市辖区,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/11/1101.html
120100000000,市辖区,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/12/1201.html
130100000000,石家庄市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1301.html
130200000000,唐山市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1302.html
130300000000,秦皇岛市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1303.html
130400000000,邯郸市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1304.html
130500000000,邢台市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1305.html
130600000000,保定市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1306.html
130700000000,张家口市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1307.html
130800000000,承德市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1308.html
130900000000,沧州市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1309.html
131000000000,廊坊市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1310.html
131100000000,衡水市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1311.html
139000000000,省直辖县级行政区划,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/13/1390.html
140100000000,太原市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1401.html
140200000000,大同市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1402.html
140300000000,阳泉市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1403.html
140400000000,长治市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1404.html
140500000000,晋城市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1405.html
140600000000,朔州市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1406.html
140700000000,晋中市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1407.html
140800000000,运城市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1408.html
140900000000,忻州市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1409.html
141000000000,临汾市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1410.html
141100000000,吕梁市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/14/1411.html
150100000000,呼和浩特市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1501.html
150200000000,包头市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1502.html
150300000000,乌海市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1503.html
150400000000,赤峰市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1504.html
150500000000,通辽市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1505.html
150600000000,鄂尔多斯市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1506.html
150700000000,呼伦贝尔市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1507.html
150800000000,巴彦淖尔市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1508.html
150900000000,乌兰察布市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1509.html
152200000000,兴安盟,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1522.html
152500000000,锡林郭勒盟,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1525.html
152900000000,阿拉善盟,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/15/1529.html
210100000000,沈阳市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2101.html
210200000000,大连市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2102.html
210300000000,鞍山市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2103.html
210400000000,抚顺市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2104.html
210500000000,本溪市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2105.html
210600000000,丹东市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2106.html
210700000000,锦州市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2107.html
210800000000,营口市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2108.html
210900000000,阜新市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2109.html
211000000000,辽阳市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2110.html
211100000000,盘锦市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2111.html
211200000000,铁岭市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2112.html
211300000000,朝阳市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2113.html
211400000000,葫芦岛市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/21/2114.html
220100000000,长春市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2201.html
220200000000,吉林市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2202.html
220300000000,四平市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2203.html
220400000000,辽源市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2204.html
220500000000,通化市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2205.html
220600000000,白山市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2206.html
220700000000,松原市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2207.html
220800000000,白城市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2208.html
222400000000,延边朝鲜族自治州,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/22/2224.html
230100000000,哈尔滨市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2301.html
230200000000,齐齐哈尔市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2302.html
230300000000,鸡西市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2303.html
230400000000,鹤岗市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2304.html
230500000000,双鸭山市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2305.html
230600000000,大庆市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2306.html
230700000000,伊春市,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2016/23/2307.html
